Linea	Nº postes	Error	TiempoDyV	TiempoVZ
Linea1a		19950	13614		5788	755501
Linea1b		21200	18006		5049	347391
Linea1c		19950	16519		3407	182891
Linea2		79750	20382		1765	45938
Linea3		21200	19943		1847	55463
Linea4		21200	6496		1888	18227
Linea5		18700	9919		1806	96516
Linea6		18700	12542		1806	125622
